label_name,label_points,label_image,label_instagram
FOUND FREQUENCIES,1044 POINTS,https://www.beatstats.com/images/label/small/66916.jpg?version=62593,https://www.instagram.com/FOUND FREQUENCIES
FAITH,1044 POINTS,https://www.beatstats.com/images/label/small/95265.jpg?version=20806,https://www.instagram.com/FAITH
PUNX RECORDS,1042 POINTS,https://www.beatstats.com/images/label/small/4635.jpg?version=7712,https://www.instagram.com/PUNX RECORDS
HIDDEN HANDS,1037 POINTS,https://www.beatstats.com/images/label/small/104542.jpg?version=43234,https://www.instagram.com/HIDDEN HANDS
REPLUG,1036 POINTS,https://www.beatstats.com/images/label/small/13758.jpg?version=16840,https://www.instagram.com/REPLUG
UNIDISC MUSIC,1031 POINTS,https://www.beatstats.com/images/label/small/33605.jpg?version=1848,https://www.instagram.com/UNIDISC MUSIC
MERCURIAL TONES,1029 POINTS,https://www.beatstats.com/images/label/small/76620.jpg?version=46900,https://www.instagram.com/MERCURIAL TONES
STRANGE IDOLS,1025 POINTS,https://www.beatstats.com/images/label/small/56168.jpg?version=997,https://www.instagram.com/STRANGE IDOLS
M.O.D.A. - MUSIC FASHION,1021 POINTS,https://www.beatstats.com/images/label/small/1804.jpg?version=6140,https://www.instagram.com/M.O.D.A. - MUSIC FASHION
PERC TRAX,1020 POINTS,https://www.beatstats.com/images/label/small/368.jpg?version=43893,https://www.instagram.com/PERC TRAX
SIMULA AUDIO,1015 POINTS,https://www.beatstats.com/images/label/small/107291.jpg?version=45641,https://www.instagram.com/SIMULA AUDIO
BFOOLISH RECORDS,1002 POINTS,https://www.beatstats.com/images/label/small/41727.jpg?version=32576,https://www.instagram.com/BFOOLISH RECORDS
DARKMTTR RECORDS,1002 POINTS,https://www.beatstats.com/images/label/small/96231.jpg?version=58692,https://www.instagram.com/DARKMTTR RECORDS
INTERSTELLAR RECORDINGS (INSOMNIAC),1002 POINTS,https://www.beatstats.com/images/label/small/120105.jpg?version=45531,https://www.instagram.com/INTERSTELLAR RECORDINGS (INSOMNIAC)
POESIE MUSIK,994 POINTS,https://www.beatstats.com/images/label/small/29684.jpg?version=24197,https://www.instagram.com/POESIE MUSIK
GURU,994 POINTS,https://www.beatstats.com/images/label/small/30335.jpg?version=35974,https://www.instagram.com/GURU
NOCTURNAL KNIGHTS REWORKED,992 POINTS,https://www.beatstats.com/images/label/small/80685.jpg?version=57770,https://www.instagram.com/NOCTURNAL KNIGHTS REWORKED
FLUO,991 POINTS,https://www.beatstats.com/images/label/small/36767.jpg?version=29555,https://www.instagram.com/FLUO
TSOY,989 POINTS,https://www.beatstats.com/images/label/small/5690.jpg?version=27796,https://www.instagram.com/TSOY
BURN THE FIRE,988 POINTS,https://www.beatstats.com/images/label/small/13062.jpg?version=39205,https://www.instagram.com/BURN THE FIRE
HEXAGON RECORDS,988 POINTS,https://www.beatstats.com/images/label/small/67259.jpg?version=60533,https://www.instagram.com/HEXAGON RECORDS
MOVE REC,983 POINTS,https://www.beatstats.com/images/label/small/19820.jpg?version=7712,https://www.instagram.com/MOVE REC
COLDHARBOUR RECORDINGS (ARMADA),980 POINTS,https://www.beatstats.com/images/label/small/911.jpg?version=12143,https://www.instagram.com/COLDHARBOUR RECORDINGS (ARMADA)
HUMAN BY DEFAULT,979 POINTS,https://www.beatstats.com/images/label/small/84686.jpg?version=37950,https://www.instagram.com/HUMAN BY DEFAULT
AREA VERDE,973 POINTS,https://www.beatstats.com/images/label/small/79254.jpg?version=56482,https://www.instagram.com/AREA VERDE
BASSRUSH RECORDS,972 POINTS,https://www.beatstats.com/images/label/small/65158.jpg?version=56036,https://www.instagram.com/BASSRUSH RECORDS
PHIL KIERAN RECORDINGS,966 POINTS,https://www.beatstats.com/images/label/small/16559.jpg?version=19396,https://www.instagram.com/PHIL KIERAN RECORDINGS
FUNKATECH RECORDS,961 POINTS,https://www.beatstats.com/images/label/small/6826.jpg?version=39328,https://www.instagram.com/FUNKATECH RECORDS
GET OVER RECORDS,960 POINTS,https://www.beatstats.com/images/label/small/31726.jpg?version=45338,https://www.instagram.com/GET OVER RECORDS
REDUX MUSIC,960 POINTS,https://www.beatstats.com/images/label/small/40735.jpg?version=34925,https://www.instagram.com/REDUX MUSIC
ADESSO MUSIC,960 POINTS,https://www.beatstats.com/images/label/small/80964.jpg?version=29381,https://www.instagram.com/ADESSO MUSIC
PRIMATE MUSIC,960 POINTS,https://www.beatstats.com/images/label/small/109693.jpg?version=35842,https://www.instagram.com/PRIMATE MUSIC
ELOGIKAL,959 POINTS,https://www.beatstats.com/images/label/small/17094.jpg?version=46055,https://www.instagram.com/ELOGIKAL
GET TWISTED RECORDS,959 POINTS,https://www.beatstats.com/images/label/small/32867.jpg?version=63880,https://www.instagram.com/GET TWISTED RECORDS
WHITESQUARE SERIES,957 POINTS,https://www.beatstats.com/images/label/small/70637.jpg?version=51564,https://www.instagram.com/WHITESQUARE SERIES
ROSEBUD RECORDINGS,953 POINTS,https://www.beatstats.com/images/label/small/103323.jpg?version=47563,https://www.instagram.com/ROSEBUD RECORDINGS
NO IDEA'S ORIGINAL,950 POINTS,https://www.beatstats.com/images/label/small/53179.jpg?version=35363,https://www.instagram.com/NO IDEA'S ORIGINAL
OUTWORLD,947 POINTS,https://www.beatstats.com/images/label/small/74725.jpg?version=30744,https://www.instagram.com/OUTWORLD
UNIVERSAL MUSIC B.V.,945 POINTS,https://www.beatstats.com/images/label/small/70353.jpg?version=35842,https://www.instagram.com/UNIVERSAL MUSIC B.V.
SOLAR DISTANCE,945 POINTS,https://www.beatstats.com/images/label/small/47980.jpg?version=55260,https://www.instagram.com/SOLAR DISTANCE
PRIME NUMBERS,941 POINTS,https://www.beatstats.com/images/label/small/8914.jpg?version=49670,https://www.instagram.com/PRIME NUMBERS
OCTOBER RECORDS,937 POINTS,https://www.beatstats.com/images/label/small/19528.jpg?version=15711,https://www.instagram.com/OCTOBER RECORDS
ELITE RECORDS,936 POINTS,https://www.beatstats.com/images/label/small/7380.jpg?version=47839,https://www.instagram.com/ELITE RECORDS
INDIANA TONES,935 POINTS,https://www.beatstats.com/images/label/small/36664.jpg?version=60375,https://www.instagram.com/INDIANA TONES
CONTROVERSIA,935 POINTS,https://www.beatstats.com/images/label/small/79394.jpg?version=63439,https://www.instagram.com/CONTROVERSIA
HOMEBREW RECORDS,933 POINTS,https://www.beatstats.com/images/label/small/30713.jpg?version=61828,https://www.instagram.com/HOMEBREW RECORDS
EXHALE,933 POINTS,https://www.beatstats.com/images/label/small/90850.jpg?version=26566,https://www.instagram.com/EXHALE
BUSH RECORDS,925 POINTS,https://www.beatstats.com/images/label/small/11394.jpg?version=30914,https://www.instagram.com/BUSH RECORDS
UV,922 POINTS,https://www.beatstats.com/images/label/small/64529.jpg?version=594,https://www.instagram.com/UV
PUMP,921 POINTS,https://www.beatstats.com/images/label/small/117963.jpg?version=20542,https://www.instagram.com/PUMP
COLUMBIA.,920 POINTS,https://www.beatstats.com/images/label/small/26766.jpg?version=42329,https://www.instagram.com/COLUMBIA.
NM2,920 POINTS,https://www.beatstats.com/images/label/small/22328.jpg?version=28672,https://www.instagram.com/NM2
3BEAT,915 POINTS,https://www.beatstats.com/images/label/small/72583.jpg?version=35842,https://www.instagram.com/3BEAT
NOISETRAXX,913 POINTS,https://www.beatstats.com/images/label/small/4513.jpg?version=30620,https://www.instagram.com/NOISETRAXX
SHAKE RECORDINGS,913 POINTS,https://www.beatstats.com/images/label/small/57341.jpg?version=7076,https://www.instagram.com/SHAKE RECORDINGS
BASS JAMZ,912 POINTS,https://www.beatstats.com/images/label/small/113050.jpg?version=1656,https://www.instagram.com/BASS JAMZ
HOSSH RECORDS,910 POINTS,https://www.beatstats.com/images/label/small/74320.jpg?version=12697,https://www.instagram.com/HOSSH RECORDS
7WALLACE,909 POINTS,https://www.beatstats.com/images/label/small/57251.jpg?version=53045,https://www.instagram.com/7WALLACE
DARKSIDE DIGITAL RECORDS,906 POINTS,https://www.beatstats.com/images/label/small/8245.jpg?version=46347,https://www.instagram.com/DARKSIDE DIGITAL RECORDS
CIN CIN,905 POINTS,https://www.beatstats.com/images/label/small/53910.jpg?version=15297,https://www.instagram.com/CIN CIN
PIV LIMITED,905 POINTS,https://www.beatstats.com/images/label/small/126107.jpg?version=4587,https://www.instagram.com/PIV LIMITED
LE7ELS/BIG BEAT RECORDS,898 POINTS,https://www.beatstats.com/images/label/small/26726.jpg?version=35842,https://www.instagram.com/LE7ELS/BIG BEAT RECORDS
MAGAZINE,897 POINTS,https://www.beatstats.com/images/label/small/16228.jpg?version=65039,https://www.instagram.com/MAGAZINE
33 MUSIC,893 POINTS,https://www.beatstats.com/images/label/small/78085.jpg?version=26754,https://www.instagram.com/33 MUSIC
KEINEMUSIK UNDER EXCLUSIVE LICENSE TO INTERSCOPE RECORDS,878 POINTS,https://www.beatstats.com/images/label/small/125510.jpg?version=35842,https://www.instagram.com/KEINEMUSIK UNDER EXCLUSIVE LICENSE TO INTERSCOPE RECORDS
ORYX TECHNO,877 POINTS,https://www.beatstats.com/images/label/small/88121.jpg?version=20853,https://www.instagram.com/ORYX TECHNO
HERD,875 POINTS,https://www.beatstats.com/images/label/small/70933.jpg?version=12707,https://www.instagram.com/HERD
THE SOUNDGARDEN,875 POINTS,https://www.beatstats.com/images/label/small/56551.jpg?version=43530,https://www.instagram.com/THE SOUNDGARDEN
REDIMENSION,872 POINTS,https://www.beatstats.com/images/label/small/56518.jpg?version=11865,https://www.instagram.com/REDIMENSION
DISTANCE MUSIC,869 POINTS,https://www.beatstats.com/images/label/small/70367.jpg?version=58539,https://www.instagram.com/DISTANCE MUSIC
SONO MUSIC,862 POINTS,https://www.beatstats.com/images/label/small/60553.jpg?version=2970,https://www.instagram.com/SONO MUSIC
KLASSE RECORDINGS,858 POINTS,https://www.beatstats.com/images/label/small/16385.jpg?version=7712,https://www.instagram.com/KLASSE RECORDINGS
NIE WIEDER SCHLAFEN,854 POINTS,https://www.beatstats.com/images/label/small/61679.jpg?version=4061,https://www.instagram.com/NIE WIEDER SCHLAFEN
WHAT! WHAT! RECORDS,851 POINTS,https://www.beatstats.com/images/artist/test.jpg,https://www.instagram.com/WHAT! WHAT! RECORDS
SHALL NOT FADE,851 POINTS,https://www.beatstats.com/images/label/small/68652.jpg?version=21836,https://www.instagram.com/SHALL NOT FADE
SAMMY VIRJI RELEASES,831 POINTS,https://www.beatstats.com/images/label/small/124918.jpg?version=35842,https://www.instagram.com/SAMMY VIRJI RELEASES
SOUTH,828 POINTS,https://www.beatstats.com/images/label/small/100863.jpg?version=29009,https://www.instagram.com/SOUTH
RCA/SONY LATIN IBERIA,827 POINTS,https://www.beatstats.com/images/label/small/38349.jpg?version=7712,https://www.instagram.com/RCA/SONY LATIN IBERIA
SAVE THE NIGHTLIFE,826 POINTS,https://www.beatstats.com/images/label/small/91514.jpg?version=5642,https://www.instagram.com/SAVE THE NIGHTLIFE
AFTRDRK MUSIC,825 POINTS,https://www.beatstats.com/images/label/small/25504.jpg?version=22570,https://www.instagram.com/AFTRDRK MUSIC
YOUNG ALASKA,823 POINTS,https://www.beatstats.com/images/label/small/41242.jpg?version=11840,https://www.instagram.com/YOUNG ALASKA
LONE ROMANTIC,820 POINTS,https://www.beatstats.com/images/label/small/63489.jpg?version=57799,https://www.instagram.com/LONE ROMANTIC
DOGMATIK RECORDS,815 POINTS,https://www.beatstats.com/images/label/small/9686.jpg?version=35842,https://www.instagram.com/DOGMATIK RECORDS
FAKE MUSIC,815 POINTS,https://www.beatstats.com/images/label/small/31278.jpg?version=9753,https://www.instagram.com/FAKE MUSIC
ALL AROUND THE WORLD,815 POINTS,https://www.beatstats.com/images/label/small/70336.jpg?version=35842,https://www.instagram.com/ALL AROUND THE WORLD
FRENCH EXPRESS,808 POINTS,https://www.beatstats.com/images/label/small/16235.jpg?version=64627,https://www.instagram.com/FRENCH EXPRESS
MAXXIMIZE,808 POINTS,https://www.beatstats.com/images/artist/test.jpg,https://www.instagram.com/MAXXIMIZE
LITTLE GENIUS RECORDS,807 POINTS,https://www.beatstats.com/images/label/small/21907.jpg?version=55359,https://www.instagram.com/LITTLE GENIUS RECORDS
BMG RIGHTS MANAGEMENT GMBH,806 POINTS,https://www.beatstats.com/images/label/small/58789.jpg?version=35842,https://www.instagram.com/BMG RIGHTS MANAGEMENT GMBH
PRYDA RECORDINGS,801 POINTS,https://www.beatstats.com/images/label/small/114559.jpg?version=35842,https://www.instagram.com/PRYDA RECORDINGS
BINGO BASS,800 POINTS,https://www.beatstats.com/images/label/small/44195.jpg?version=63601,https://www.instagram.com/BINGO BASS
SWITCH RECORDS,799 POINTS,https://www.beatstats.com/images/label/small/7832.jpg?version=25745,https://www.instagram.com/SWITCH RECORDS
DNB COLLECTIVE RECORDS,799 POINTS,https://www.beatstats.com/images/label/small/124934.jpg?version=28719,https://www.instagram.com/DNB COLLECTIVE RECORDS
SOMETHING HAPPENING SOMEWHERE,782 POINTS,https://www.beatstats.com/images/label/small/36361.jpg?version=32976,https://www.instagram.com/SOMETHING HAPPENING SOMEWHERE
IBZ RECORDS,774 POINTS,https://www.beatstats.com/images/label/small/34065.jpg?version=47565,https://www.instagram.com/IBZ RECORDS
RHINO ATLANTIC,774 POINTS,https://www.beatstats.com/images/label/small/17180.jpg?version=35842,https://www.instagram.com/RHINO ATLANTIC
MOOD,773 POINTS,https://www.beatstats.com/images/label/small/30337.jpg?version=64228,https://www.instagram.com/MOOD
SUANDA MUSIC,773 POINTS,https://www.beatstats.com/images/label/small/32006.jpg?version=29788,https://www.instagram.com/SUANDA MUSIC
INNELLEA,772 POINTS,https://www.beatstats.com/images/label/small/88531.jpg?version=31073,https://www.instagram.com/INNELLEA
TRMNL,770 POINTS,https://www.beatstats.com/images/label/small/85491.jpg?version=54279,https://www.instagram.com/TRMNL
IDEAL AUDIO,769 POINTS,https://www.beatstats.com/images/label/small/12130.jpg?version=17355,https://www.instagram.com/IDEAL AUDIO
HOT HAUS RECS,768 POINTS,https://www.beatstats.com/images/label/small/32923.jpg?version=6293,https://www.instagram.com/HOT HAUS RECS
RADIKON,762 POINTS,https://www.beatstats.com/images/label/small/67823.jpg?version=29885,https://www.instagram.com/RADIKON
2SONIC RECORDS,760 POINTS,https://www.beatstats.com/images/label/small/23807.jpg?version=7712,https://www.instagram.com/2SONIC RECORDS
SLEEPLESS,760 POINTS,https://www.beatstats.com/images/label/small/94298.jpg?version=35842,https://www.instagram.com/SLEEPLESS
MARY GO WILD BLACK,758 POINTS,https://www.beatstats.com/images/label/small/62166.jpg?version=44124,https://www.instagram.com/MARY GO WILD BLACK
GENERATION HEX,756 POINTS,https://www.beatstats.com/images/label/small/81265.jpg?version=55121,https://www.instagram.com/GENERATION HEX
MAELSTROM RECORDS,755 POINTS,https://www.beatstats.com/images/label/small/291.jpg?version=35701,https://www.instagram.com/MAELSTROM RECORDS
NOT ONLY RECORDS,754 POINTS,https://www.beatstats.com/images/label/small/31276.jpg?version=16558,https://www.instagram.com/NOT ONLY RECORDS
NYX MUSIC,754 POINTS,https://www.beatstats.com/images/label/small/50327.jpg?version=52882,https://www.instagram.com/NYX MUSIC
GROTESQUE,753 POINTS,https://www.beatstats.com/images/label/small/43929.jpg?version=35620,https://www.instagram.com/GROTESQUE
SOULMAN MUSIC,751 POINTS,https://www.beatstats.com/images/label/small/1436.jpg?version=44054,https://www.instagram.com/SOULMAN MUSIC
EGO PROJECT,749 POINTS,https://www.beatstats.com/images/label/small/120107.jpg?version=5766,https://www.instagram.com/EGO PROJECT
THIRTYONE RECORDINGS,747 POINTS,https://www.beatstats.com/images/label/small/35008.jpg?version=18516,https://www.instagram.com/THIRTYONE RECORDINGS
ARMS & LEGS,742 POINTS,https://www.beatstats.com/images/label/small/19912.jpg?version=19325,https://www.instagram.com/ARMS & LEGS
BREATHE,741 POINTS,https://www.beatstats.com/images/label/small/82795.jpg?version=39581,https://www.instagram.com/BREATHE
ICONS,738 POINTS,https://www.beatstats.com/images/label/small/41011.jpg?version=35842,https://www.instagram.com/ICONS
G-MAFIA RECORDS,737 POINTS,https://www.beatstats.com/images/label/small/36752.jpg?version=1304,https://www.instagram.com/G-MAFIA RECORDS
BOMBSQUAD,735 POINTS,https://www.beatstats.com/images/label/small/28899.jpg?version=32136,https://www.instagram.com/BOMBSQUAD
SCENARIOS,734 POINTS,https://www.beatstats.com/images/label/small/101478.jpg?version=56002,https://www.instagram.com/SCENARIOS
JEE PRODUCTIONS (ARMADA),730 POINTS,https://www.beatstats.com/images/label/small/621.jpg?version=19935,https://www.instagram.com/JEE PRODUCTIONS (ARMADA)
BALANCE MUSIC,723 POINTS,https://www.beatstats.com/images/label/small/18178.jpg?version=48309,https://www.instagram.com/BALANCE MUSIC
CHRONIC,721 POINTS,https://www.beatstats.com/images/label/small/6674.jpg?version=30348,https://www.instagram.com/CHRONIC
YELLOW PRODUCTIONS PRESENTS AFRICANISM,720 POINTS,https://www.beatstats.com/images/label/small/74545.jpg?version=3324,https://www.instagram.com/YELLOW PRODUCTIONS PRESENTS AFRICANISM
TSUBA,718 POINTS,https://www.beatstats.com/images/label/small/1855.jpg?version=40955,https://www.instagram.com/TSUBA
DEEP IN THOUGHT,718 POINTS,https://www.beatstats.com/images/label/small/74832.jpg?version=20585,https://www.instagram.com/DEEP IN THOUGHT
BASSTRIPPER MUSIC,716 POINTS,https://www.beatstats.com/images/label/small/81758.jpg?version=51938,https://www.instagram.com/BASSTRIPPER MUSIC
DEF JAM,709 POINTS,https://www.beatstats.com/images/label/small/27141.jpg?version=35842,https://www.instagram.com/DEF JAM
GEM RECORDS,707 POINTS,https://www.beatstats.com/images/label/small/14324.jpg?version=25023,https://www.instagram.com/GEM RECORDS
SKULLDUGGERY,705 POINTS,https://www.beatstats.com/images/label/small/59683.jpg?version=24239,https://www.instagram.com/SKULLDUGGERY
6K MUSIC (ARMADA),704 POINTS,https://www.beatstats.com/images/label/small/35492.jpg?version=61630,https://www.instagram.com/6K MUSIC (ARMADA)
HIGHLIFE,701 POINTS,https://www.beatstats.com/images/label/small/47612.jpg?version=64210,https://www.instagram.com/HIGHLIFE
LOWER EAST,700 POINTS,https://www.beatstats.com/images/label/small/16077.jpg?version=4790,https://www.instagram.com/LOWER EAST
LOLLYWOOD,697 POINTS,https://www.beatstats.com/images/label/small/33772.jpg?version=64650,https://www.instagram.com/LOLLYWOOD
RELENTLESS RECORDS,694 POINTS,https://www.beatstats.com/images/label/small/27934.jpg?version=35842,https://www.instagram.com/RELENTLESS RECORDS
PURIFIED RECORDS,693 POINTS,https://www.beatstats.com/images/label/small/82175.jpg?version=26287,https://www.instagram.com/PURIFIED RECORDS
OWSLA / BIG BEAT RECORDS,692 POINTS,https://www.beatstats.com/images/artist/test.jpg,https://www.instagram.com/OWSLA / BIG BEAT RECORDS
MESH,691 POINTS,https://www.beatstats.com/images/label/small/58728.jpg?version=15121,https://www.instagram.com/MESH
4KENZO RECORDINGS,690 POINTS,https://www.beatstats.com/images/label/small/922.jpg?version=7712,https://www.instagram.com/4KENZO RECORDINGS
FORCE OF HABIT,688 POINTS,https://www.beatstats.com/images/label/small/84010.jpg?version=42181,https://www.instagram.com/FORCE OF HABIT
EXILE,686 POINTS,https://www.beatstats.com/images/label/small/46579.jpg?version=15153,https://www.instagram.com/EXILE
FAHRENHEIT,685 POINTS,https://www.beatstats.com/images/label/small/3568.jpg?version=31624,https://www.instagram.com/FAHRENHEIT
SPINNIN' RECORDS,684 POINTS,https://www.beatstats.com/images/artist/test.jpg,https://www.instagram.com/SPINNIN' RECORDS
IMPRESSUM,684 POINTS,https://www.beatstats.com/images/label/small/77549.jpg?version=11010,https://www.instagram.com/IMPRESSUM
AROPA RECORDS,681 POINTS,https://www.beatstats.com/images/label/small/12759.jpg?version=48707,https://www.instagram.com/AROPA RECORDS
ZEROTHREE,679 POINTS,https://www.beatstats.com/images/label/small/40228.jpg?version=39710,https://www.instagram.com/ZEROTHREE
FUTURE CLASSIC,679 POINTS,https://www.beatstats.com/images/label/small/76861.jpg?version=7529,https://www.instagram.com/FUTURE CLASSIC
STNS,678 POINTS,https://www.beatstats.com/images/label/small/99965.jpg?version=4862,https://www.instagram.com/STNS
STRIPPED DIGITAL,676 POINTS,https://www.beatstats.com/images/label/small/1284.jpg?version=41435,https://www.instagram.com/STRIPPED DIGITAL
UNIVERSAL MUSIC LTDA.,674 POINTS,https://www.beatstats.com/images/label/small/90871.jpg?version=35842,https://www.instagram.com/UNIVERSAL MUSIC LTDA.
MTA RECORDS,672 POINTS,https://www.beatstats.com/images/label/small/70731.jpg?version=35842,https://www.instagram.com/MTA RECORDS
FUTURE RAVE,670 POINTS,https://www.beatstats.com/images/label/small/106667.jpg?version=35842,https://www.instagram.com/FUTURE RAVE
ANFRIX RECORDS,667 POINTS,https://www.beatstats.com/images/label/small/15255.jpg?version=37752,https://www.instagram.com/ANFRIX RECORDS
TERMS & CONDITIONS,667 POINTS,https://www.beatstats.com/images/label/small/87884.jpg?version=53725,https://www.instagram.com/TERMS & CONDITIONS
BAR 25 MUSIC,666 POINTS,https://www.beatstats.com/images/label/small/6216.jpg?version=57103,https://www.instagram.com/BAR 25 MUSIC
AVTOOK RECORDS,666 POINTS,https://www.beatstats.com/images/label/small/80569.jpg?version=46643,https://www.instagram.com/AVTOOK RECORDS
EAST END DUBS,665 POINTS,https://www.beatstats.com/images/label/small/26543.jpg?version=13630,https://www.instagram.com/EAST END DUBS
JEE PRODUCTIONS,664 POINTS,https://www.beatstats.com/images/label/small/90638.jpg?version=25679,https://www.instagram.com/JEE PRODUCTIONS
WEDIDIT,662 POINTS,https://www.beatstats.com/images/label/small/63253.jpg?version=33683,https://www.instagram.com/WEDIDIT
D-FLOOR RECORDS,659 POINTS,https://www.beatstats.com/images/label/small/30851.jpg?version=33447,https://www.instagram.com/D-FLOOR RECORDS
KANZLERAMT,659 POINTS,https://www.beatstats.com/images/label/small/8419.jpg?version=37816,https://www.instagram.com/KANZLERAMT
DIRTYBIRD SELECT,657 POINTS,https://www.beatstats.com/images/artist/test.jpg,https://www.instagram.com/DIRTYBIRD SELECT
OCTOPUS BLACK LABEL,656 POINTS,https://www.beatstats.com/images/label/small/30597.jpg?version=1451,https://www.instagram.com/OCTOPUS BLACK LABEL
SUPPLEMENT FACTS,655 POINTS,https://www.beatstats.com/images/label/small/5573.jpg?version=7712,https://www.instagram.com/SUPPLEMENT FACTS
NETTWERK RECORDS,654 POINTS,https://www.beatstats.com/images/label/small/16367.jpg?version=38669,https://www.instagram.com/NETTWERK RECORDS
BEESEMYER MUSIC,653 POINTS,https://www.beatstats.com/images/label/small/56368.jpg?version=48426,https://www.instagram.com/BEESEMYER MUSIC
MINDKRAFT MUSIC,651 POINTS,https://www.beatstats.com/images/label/small/27534.jpg?version=4163,https://www.instagram.com/MINDKRAFT MUSIC
CHILLI MINT DIGITAL,647 POINTS,https://www.beatstats.com/images/label/small/32872.jpg?version=5028,https://www.instagram.com/CHILLI MINT DIGITAL
EPIC,646 POINTS,https://www.beatstats.com/images/label/small/25100.jpg?version=35842,https://www.instagram.com/EPIC
ORGANIC TUNES,646 POINTS,https://www.beatstats.com/images/label/small/89783.jpg?version=7022,https://www.instagram.com/ORGANIC TUNES
WAVEFORM RECORDINGS,645 POINTS,https://www.beatstats.com/images/label/small/17400.jpg?version=48870,https://www.instagram.com/WAVEFORM RECORDINGS
JACK KNIFE RECORDS,645 POINTS,https://www.beatstats.com/images/label/small/11696.jpg?version=48995,https://www.instagram.com/JACK KNIFE RECORDS
SOURCE,639 POINTS,https://www.beatstats.com/images/label/small/50672.jpg?version=8629,https://www.instagram.com/SOURCE
I99I,637 POINTS,https://www.beatstats.com/images/label/small/67066.jpg?version=12984,https://www.instagram.com/I99I
STRIPPED DOWN RECORDS,634 POINTS,https://www.beatstats.com/images/label/small/70251.jpg?version=30465,https://www.instagram.com/STRIPPED DOWN RECORDS
PRESTON RECORDINGS,632 POINTS,https://www.beatstats.com/images/label/small/25258.jpg?version=38337,https://www.instagram.com/PRESTON RECORDINGS
SPACE NATIVE,632 POINTS,https://www.beatstats.com/images/label/small/65910.jpg?version=7654,https://www.instagram.com/SPACE NATIVE
BLUE ORB RECORDS,626 POINTS,https://www.beatstats.com/images/label/small/25233.jpg?version=184,https://www.instagram.com/BLUE ORB RECORDS
HEKATE RECORDS,625 POINTS,https://www.beatstats.com/images/label/small/97206.jpg?version=18332,https://www.instagram.com/HEKATE RECORDS
MOTE EVOLVER,619 POINTS,https://www.beatstats.com/images/label/small/3586.jpg?version=30405,https://www.instagram.com/MOTE EVOLVER
BROOKLYN FIRE,617 POINTS,https://www.beatstats.com/images/label/small/18144.jpg?version=980,https://www.instagram.com/BROOKLYN FIRE
PROMISED LAND RECORDINGS,617 POINTS,https://www.beatstats.com/images/label/small/117319.jpg?version=34143,https://www.instagram.com/PROMISED LAND RECORDINGS
CLOUD NINE RECORDINGS,614 POINTS,https://www.beatstats.com/images/label/small/45249.jpg?version=3764,https://www.instagram.com/CLOUD NINE RECORDINGS
NOZZO MUSIC,611 POINTS,https://www.beatstats.com/images/label/small/92925.jpg?version=53249,https://www.instagram.com/NOZZO MUSIC
KOLOR KLUB,605 POINTS,https://www.beatstats.com/images/label/small/37266.jpg?version=26883,https://www.instagram.com/KOLOR KLUB
CUSTARD/ATLANTIC,605 POINTS,https://www.beatstats.com/images/label/small/21961.jpg?version=7712,https://www.instagram.com/CUSTARD/ATLANTIC
DHARMA MUSIC,605 POINTS,https://www.beatstats.com/images/label/small/64958.jpg?version=49055,https://www.instagram.com/DHARMA MUSIC
MODA TOP,604 POINTS,https://www.beatstats.com/images/label/small/22530.jpg?version=62691,https://www.instagram.com/MODA TOP
HIVERN DISCS,604 POINTS,https://www.beatstats.com/images/label/small/10098.jpg?version=8932,https://www.instagram.com/HIVERN DISCS
EATBRAIN,603 POINTS,https://www.beatstats.com/images/label/small/20699.jpg?version=57555,https://www.instagram.com/EATBRAIN
MFF (MUSIC FOR FREAKS),601 POINTS,https://www.beatstats.com/images/label/small/3835.jpg?version=17349,https://www.instagram.com/MFF (MUSIC FOR FREAKS)
HAREM RECORDS,598 POINTS,https://www.beatstats.com/images/label/small/8854.jpg?version=12166,https://www.instagram.com/HAREM RECORDS
CARRILLO MUSIC LLC,597 POINTS,https://www.beatstats.com/images/label/small/6834.jpg?version=54357,https://www.instagram.com/CARRILLO MUSIC LLC
PLAY TWO,593 POINTS,https://www.beatstats.com/images/label/small/63456.jpg?version=20704,https://www.instagram.com/PLAY TWO
SUBTRACT MUSIC,592 POINTS,https://www.beatstats.com/images/label/small/19753.jpg?version=25886,https://www.instagram.com/SUBTRACT MUSIC
FEETFOOD,591 POINTS,https://www.beatstats.com/images/label/small/23565.jpg?version=2876,https://www.instagram.com/FEETFOOD
OCTAVE RECORDINGS,591 POINTS,https://www.beatstats.com/images/label/small/36670.jpg?version=41605,https://www.instagram.com/OCTAVE RECORDINGS
DIAL,589 POINTS,https://www.beatstats.com/images/label/small/4367.jpg?version=21504,https://www.instagram.com/DIAL
UNI/MOTOWN,586 POINTS,https://www.beatstats.com/images/label/small/74813.jpg?version=35842,https://www.instagram.com/UNI/MOTOWN
AVENUE RECORDINGS,585 POINTS,https://www.beatstats.com/images/label/small/3204.jpg?version=28645,https://www.instagram.com/AVENUE RECORDINGS
HK RECORDS,584 POINTS,https://www.beatstats.com/images/label/small/33437.jpg?version=41053,https://www.instagram.com/HK RECORDS
NOVAMUTE,581 POINTS,https://www.beatstats.com/images/label/small/2653.jpg?version=64345,https://www.instagram.com/NOVAMUTE
SPANNUNG RECORDS,581 POINTS,https://www.beatstats.com/images/label/small/87205.jpg?version=7960,https://www.instagram.com/SPANNUNG RECORDS
